DiseaseName_ARD_Paper,MESH_ID,X,Category,Likelihood.disease.is.ageing.related,Name_node,Phenotyping_Algorithms,MESH_Term,All_MESH,All_MESH_Terms,filter_frames,Updated_Term,Search_term
"Benign Neoplasm, Stomach",MESH:D013274,Benign_Neoplasm_Stomach,Benign Neoplasm,High,benign_stomach,Benign Neoplasm - Stomach,Stomach Neoplasms,MESH:D013274,Stomach Neoplasms,"r'\bgastric cancer\b', r'\bgastric cancers\b', r'\bstomach cancers\b', r'\bstomach cancer\b', r'\bfamilial diffuse gastric cancer\b', r'\bhereditary diffuse gastric cancer\b', r'\bintestinal gastric cancer\b', r'\bgastric neoplasm\b', r'\bgastric neoplasms\b', r'\bstomach neoplasms\b', r'\bstomach neoplasm\b', r'\bcancer of stomach\b', r'\bcancer of the stomach\b'","Updated to reflect - benign, added english spelling, added more synonyms","r'\bbenign gastric neoplasm\b', r'\bbenign gastric neoplasms\b', r'\bbenign stomach neoplasm\b', r'\bbenign stomach neoplasms\b', r'\bbenign gastric tumor\b', r'\bbenign gastric tumors\b', r'\bbenign stomach tumor\b', r'\bbenign stomach tumors\b', r'\bbenign gastric tumour\b', r'\bbenign gastric tumours\b', r'\bbenign stomach tumour\b', r'\bbenign stomach tumours\b', r'\bbenign neoplasm of the stomach\b', r'\bbenign tumour of stomach\b', r'\bbenign tumour of the stomach\b', r'\bbenign tumours of stomach\b', r'\bbenign tumours of the stomach\b', r'\bbenign tumor of stomach\b', r'\bbenign tumor of the stomach\b', r'\bbenign tumors of stomach\b', r'\bbenign tumors of the stomach\b', r'\bbenign neoplasm of stomach\b', r'\bbenign neoplasms of the stomach\b'"
Benign Prostatic Hyperplasia,MESH:D011470,Benign_Prostatic_Hyperplasia,Genitourinary,High,bph,Benign Prostatic Hyperplasia,Prostatic Hyperplasia,MESH:D011470,Prostatic Hyperplasia,"r'\bprostatic adenoma\b', r'\bprostatic adenomas\b', r'\bprostatic hyperplasia\b', r'\bbenign prostatic hypertrophy\b', r'\bbenign prostatic hyperplasia\b', r'\bprostatic hypertrophy\b'",NA,"r'\bprostatic adenoma\b', r'\bprostatic adenomas\b', r'\bprostatic hyperplasia\b', r'\bbenign prostatic hypertrophy\b', r'\bbenign prostatic hyperplasia\b', r'\bprostatic hypertrophy\b'"
Bifascicular Block,UMLS:C0264914,Bifascicular_Block,Cardiovascular,High,bifasc_block,Bifascicular block,Bifascicular block,UMLS:C0264914,Bifascicular block,NA,NA,"r'\bbifascicular bunder branch block\b', r'\bbifascicular block\b'"
Blindness,MESH:D001766,Blindness,Eye,High,blind,Blindness,Blindness,MESH:D019575,"Blindness, Cortical","r'\btransient antons syndrome\b', r'\breversible cortical blindnesses\b', r'\breversible cortical blindness\b', r'\banton syndrome\b', r'\banton babinski syndrome\b', r'\bantons syndrome\b', r'\bcortical blindness\b', r'\bpsychic denial of blindness\b', r'\btransient anton syndrome\b'",removed surplus terms,"r'\banton syndrome\b', r'\banton babinski syndrome\b', r'\bantons syndrome\b', r'\btransient anton syndrome\b'"
Blindness,MESH:D001766,Blindness,Eye,High,blind,Blindness,Blindness,MESH:D054062,Deaf-Blind Disorders,"r'\bprelingual deaf blind disorder\b', r'\bprelingual deaf blind disorders\b', r'\bprelingual deafness blindnesses\b', r'\bprelingual deafness blindness\b', r'\bblind deaf disorder\b', r'\bdeaf blind disorder\b', r'\bdeaf blindness disorder\b', r'\bdeaf mutism blind disorder\b', r'\bblind deaf disorders\b', r'\bdeaf blind disorders\b', r'\bdeaf blindness disorders\b', r'\bdeaf mutism blind disorders\b', r'\bdeaf blind syndrome\b', r'\bdeaf blind syndromes\b', r'\bblindness deafness\b', r'\bdeafness blindness\b', r'\bhearing and vision loss\b', r'\bvision and hearing loss\b'",removed surplus terms,"r'\bhearing and vision loss\b', r'\bvision and hearing loss\b'"
Blindness,MESH:D001766,Blindness,Eye,High,blind,Blindness,Blindness,MESH:D001766,Blindness,"r'\bacquired blindness\b', r'\bcomplete blindness\b', r'\bhysterical blindness\b', r'\blegal blindness\b', r'\bmonocular blindness\b', r'\btransient blindness\b', r'\bamauroses\b', r'\bamaurosis\b', r'\bblindness\b'",removed surplus terms,"r'\bamauroses\b', r'\bamaurosis\b', r'\bblindness\b', r'\bblindnesses\b'"
Bronchiectasis,MESH:D001987,Bronchiectasis,Respiratory,High,bronchiectasis,Bronchiectasis,Bronchiectasis,MESH:D007619,Kartagener Syndrome,"r'\bpolynesian bronchiectasis\b', r'\bkartagener syndrome\b', r'\bkartageners syndrome\b', r'\bsiewert syndrome\b', r'\bkartageners triad\b', r'\bkartagener triad\b', r'\bpolynesian bronchiectases\b', r'\bpolynesian bronchiectasis kartagener syndrome\b'",removed surplus terms,"r'\bkartagener syndrome\b', r'\bkartageners syndrome\b', r'\bsiewert syndrome\b', r'\bkartageners triad\b', r'\bkartagener triad\b'"
Bronchiectasis,MESH:D001987,Bronchiectasis,Respiratory,High,bronchiectasis,Bronchiectasis,Bronchiectasis,MESH:D001987,Bronchiectasis,"r'\bbronchiectases\b', r'\bbronchiectasis\b'",NA,"r'\bbronchiectases\b', r'\bbronchiectasis\b'"
"Cardiomyopathy, other",MESH:D009202,Cardiomyopathy_other,Cardiovascular,High,cardiomyo_oth,Cardiomyopathy - other,Cardiomyopathies,MESH:D002313,"Cardiomyopathy, Restrictive","r'\brestrictive cardiomyopathies\b', r'\brestrictive cardiomyopathy\b', r'\bfamilial restrictive cardiomyopathy\b'",removed surplus terms,"r'\brestrictive cardiomyopathies\b', r'\brestrictive cardiomyopathy\b'"
"Cardiomyopathy, other",MESH:D009202,Cardiomyopathy_other,Cardiovascular,High,cardiomyo_oth,Cardiomyopathy - other,Cardiomyopathies,MESH:D009202,Cardiomyopathies,"r'\bprimary cardiomyopathies\b', r'\bsecondary cardiomyopathies\b', r'\bprimary cardiomyopathy\b', r'\bsecondary cardiomyopathy\b', r'\bmyocardial disease\b', r'\bprimary myocardial disease\b', r'\bsecondary myocardial disease\b', r'\bmyocardial diseases\b', r'\bprimary myocardial diseases\b', r'\bsecondary myocardial diseases\b', r'\bcardiomyopathy\b', r'\bmyocardiopathies\b', r'\bmyocardiopathy\b', r'\bcardiomyopathies\b'",NA,"r'\bprimary cardiomyopathies\b', r'\bsecondary cardiomyopathies\b', r'\bprimary cardiomyopathy\b', r'\bsecondary cardiomyopathy\b', r'\bmyocardial disease\b', r'\bprimary myocardial disease\b', r'\bsecondary myocardial disease\b', r'\bmyocardial diseases\b', r'\bprimary myocardial diseases\b', r'\bsecondary myocardial diseases\b', r'\bcardiomyopathy\b', r'\bmyocardiopathies\b', r'\bmyocardiopathy\b', r'\bcardiomyopathies\b'"
"Cardiomyopathy, other",MESH:D009202,Cardiomyopathy_other,Cardiovascular,High,cardiomyo_oth,Cardiomyopathy - other,Cardiomyopathies,MESH:D019571,Arrhythmogenic Right Ventricular Dysplasia,"r'\barrhythmogenic right ventricular dysplasia\b', r'\barrhythmogenic right ventricular cardiomyopathy\b', r'\barrhythmogenic right ventricular cardiomyopathy dysplasia\b', r'\barrhythmogenic right ventricular dysplasia cardiomyopathy\b'",NA,"r'\barrhythmogenic right ventricular dysplasia\b', r'\barrhythmogenic right ventricular cardiomyopathy\b', r'\barrhythmogenic right ventricular cardiomyopathy dysplasia\b', r'\barrhythmogenic right ventricular dysplasia cardiomyopathy\b'"
"Cardiomyopathy, other",MESH:D009202,Cardiomyopathy_other,Cardiovascular,High,cardiomyo_oth,Cardiomyopathy - other,Cardiomyopathies,MESH:D004719,Endomyocardial Fibrosis,"r'\bendomyocardial fibroses\b', r'\bendomyocardial fibrosis\b'",NA,"r'\bendomyocardial fibroses\b', r'\bendomyocardial fibrosis\b'"
Carpal Tunnel Syndrome,MESH:D002349,Carpal_Tunnel_Syndrome,Musculoskeletal,High,carpal_tunnel,Carpal tunnel syndrome,Carpal Tunnel Syndrome,MESH:D002349,Carpal Tunnel Syndrome,"r'\bcarpal tunnel compression neuropathy\b', r'\bcarpal tunnel entrapment neuropathy\b', r'\bcarpal tunnel median neuropathy\b', r'\bcarpal tunnel syndrome\b', r'\bcarpal tunnel syndromes\b'",NA,"r'\bcarpal tunnel compression neuropathy\b', r'\bcarpal tunnel entrapment neuropathy\b', r'\bcarpal tunnel median neuropathy\b', r'\bcarpal tunnel syndrome\b', r'\bcarpal tunnel syndromes\b'"
Cataract,MESH:D002386,Cataract,Eye,High,cataract,Cataract,Cataract,MESH:D002386,Cataract,"r'\bmembranous cataract\b', r'\bmembranous cataracts\b', r'\blens opacities\b', r'\blens opacity\b', r'\bcataracts\b', r'\bpseudoaphakia\b', r'\bpseudoaphakias\b', r'\bcataract\b'",removed surplus terms,"r'\blens opacities\b', r'\blens opacity\b', r'\bcataracts\b', r'\bpseudoaphakia\b', r'\bpseudoaphakias\b', r'\bcataract\b'"
Cataract,MESH:D002386,Cataract,Eye,High,cataract,Cataract,Cataract,MESH:D058442,Capsule Opacification,"r'\bsecondary cataract\b', r'\bsecondary cataracts\b', r'\bcapsule opacification\b', r'\bcapsule opacifications\b'",removed surplus terms,"r'\bcapsule opacification\b', r'\bcapsule opacifications\b'"
Cholangitis,MESH:D002761,Cholangitis,Digestive,High,cholangitis,Cholangitis,Cholangitis,MESH:D002761,Cholangitis,"r'\bcholangitides\b', r'\bcholangitis\b'",NA,"r'\bcholangitides\b', r'\bcholangitis\b'"
Cholangitis,MESH:D002761,Cholangitis,Digestive,High,cholangitis,Cholangitis,Cholangitis,MESH:D015209,"Cholangitis, Sclerosing","r'\bsclerosing cholangiitides\b', r'\bsclerosing cholangiitis\b', r'\bprimary sclerosing cholangitides\b', r'\bsclerosing cholangitides\b', r'\bprimary sclerosing cholangitis\b', r'\bsclerosing cholangitis\b'",removed surplus terms,"r'\bsclerosing cholangiitides\b', r'\bsclerosing cholangiitis\b', r'\bprimary sclerosing cholangitides\b', r'\bsclerosing cholangitides\b', r'\bsclerosing cholangitis\b'"
Cholecystitis,MESH:D002764,Cholecystitis,Digestive,High,cholecystitis,Cholecystitis,Cholecystitis,MESH:D042101,Acalculous Cholecystitis,"r'\bacalculous cholecystitis\b', r'\bacalculous gallbladder inflammation\b'",NA,"r'\bacalculous cholecystitis\b', r'\bacalculous gallbladder inflammation\b'"
Cholecystitis,MESH:D002764,Cholecystitis,Digestive,High,cholecystitis,Cholecystitis,Cholecystitis,MESH:D002764,Cholecystitis,"r'\bgallbladder empyema\b', r'\bgall bladder empyema\b', r'\bgallbladder inflammation\b', r'\bcholecystitis\b'",removed 'gall bladder',"r'\bgallbladder empyema\b', r'\bgallbladder inflammation\b', r'\bcholecystitis\b'"
Cholelithiasis,MESH:D002769,Cholelithiasis,Digestive,High,cholelithiasis,Cholelithiasis,Cholelithiasis,MESH:D041761,Cholecystolithiasis,r'\bcholecystolithiasis\b',added plural,"r'\bcholecystolithiasis\b', r'\bcholecystolithiases\b'"
Cholelithiasis,MESH:D002769,Cholelithiasis,Digestive,High,cholelithiasis,Cholelithiasis,Cholelithiasis,MESH:D042883,Choledocholithiasis,"r'\bcommon bile duct cholelithiasis\b', r'\bcholedocholithiasis\b'",removed surplus,r'\bcholedocholithiasis\b'
Cholelithiasis,MESH:D002769,Cholelithiasis,Digestive,High,cholelithiasis,Cholelithiasis,Cholelithiasis,MESH:D042882,Gallstones,"r'\bcommon bile duct biliary calculi\b', r'\bbiliary calculi\b', r'\bcommon bile duct gallstones\b', r'\bcommon bile duct gall stones\b', r'\bcommon bile duct calculi\b', r'\bgallstone\b', r'\bgall stone\b', r'\bgall stones\b', r'\bgallstones\b'",NA,"r'\bcommon bile duct biliary calculi\b', r'\bbiliary calculi\b', r'\bcommon bile duct gallstones\b', r'\bcommon bile duct gall stones\b', r'\bcommon bile duct calculi\b', r'\bgallstone\b', r'\bgall stone\b', r'\bgall stones\b', r'\bgallstones\b'"
Cholelithiasis,MESH:D002769,Cholelithiasis,Digestive,High,cholelithiasis,Cholelithiasis,Cholelithiasis,MESH:D002769,Cholelithiasis,"r'\bcholelithiases\b', r'\bcholelithiasis\b'",NA,"r'\bcholelithiases\b', r'\bcholelithiasis\b'"
Chronic Cystitis,UMLS:C0221763,Chronic_Cystitis,Genitourinary,High,chr_cystitis,Chronic Cystitis,Chronic Cystitis,UMLS:C0221763,Chronic Cystitis,NA,NA,"r'\bchronic bladder infection\b', r'\bchronic bladder infections\b', r'\bchronic cystitis\b'"
Chronic Kidney Disease,MESH:D051436,Chronic_Kidney_Disease,Genitourinary,High,ckd,Chronic Kidney Disease,"Renal Insufficiency, Chronic",MESH:D051436,"Renal Insufficiency, Chronic","r'\bchronic kidney disease\b', r'\bchronic renal disease\b', r'\bchronic kidney diseases\b', r'\bchronic renal diseases\b', r'\bchronic kidney insufficiencies\b', r'\bchronic kidney insufficiency\b', r'\bchronic renal insufficiencies\b', r'\bchronic renal insufficiency\b'",NA,"r'\bchronic kidney disease\b', r'\bchronic renal disease\b', r'\bchronic kidney diseases\b', r'\bchronic renal diseases\b', r'\bchronic kidney insufficiencies\b', r'\bchronic kidney insufficiency\b', r'\bchronic renal insufficiencies\b', r'\bchronic renal insufficiency\b'"
Chronic Kidney Disease,MESH:D051436,Chronic_Kidney_Disease,Genitourinary,High,ckd,Chronic Kidney Disease,"Renal Insufficiency, Chronic",MESH:D007676,"Kidney Failure, Chronic","r'\bend stage kidney disease\b', r'\bend stage renal disease\b', r'\bchronic renal failure\b', r'\bend stage renal failure\b', r'\bchronic kidney failure\b'",NA,"r'\bend stage kidney disease\b', r'\bend stage renal disease\b', r'\bchronic renal failure\b', r'\bend stage renal failure\b', r'\bchronic kidney failure\b'"
Chronic Obstructive Pulmonary Disease,MESH:D029424,Chronic_Obstructive_Pulmonary_Disease,Respiratory,High,copd,Chronic Obstructive Pulmonary Disease,"Pulmonary Disease, Chronic Obstructive",MESH:D011656,Pulmonary Emphysema,"r'\bcentriacinar emphysema\b', r'\bcentrilobular emphysema\b', r'\bfocal emphysema\b', r'\bpanacinar emphysema\b', r'\bpanlobular emphysema\b', r'\bpulmonary emphysema\b', r'\bcentriacinar emphysemas\b', r'\bcentrilobular emphysemas\b', r'\bfocal emphysemas\b', r'\bpanacinar emphysemas\b', r'\bpanlobular emphysemas\b', r'\bpulmonary emphysemas\b'","added term emphysema (s), remove surplus","r'\bemphysema\b', r'\bemphysemas\b'"
Chronic Obstructive Pulmonary Disease,MESH:D029424,Chronic_Obstructive_Pulmonary_Disease,Respiratory,High,copd,Chronic Obstructive Pulmonary Disease,"Pulmonary Disease, Chronic Obstructive",MESH:D029481,"Bronchitis, Chronic",r'\bchronic bronchitis\b',NA,r'\bchronic bronchitis\b'
Chronic Obstructive Pulmonary Disease,MESH:D029424,Chronic_Obstructive_Pulmonary_Disease,Respiratory,High,copd,Chronic Obstructive Pulmonary Disease,"Pulmonary Disease, Chronic Obstructive",MESH:D029424,"Pulmonary Disease, Chronic Obstructive","r'\bchronic airflow obstruction\b', r'\bchronic airflow obstructions\b', r'\bsevere early onset copd\b', r'\bchronic obstructive pulmonary disease\b', r'\bchronic obstructive airway disease\b', r'\bchronic obstructive lung disease\b'",NA,"r'\bchronic airflow obstruction\b', r'\bchronic airflow obstructions\b', r'\bsevere early onset copd\b', r'\bchronic obstructive pulmonary disease\b', r'\bchronic obstructive airway disease\b', r'\bchronic obstructive lung disease\b'"
Cirrhosis,MESH:D008103,Cirrhosis,Digestive,High,cirrhosis,Cirrhosis,Liver Cirrhosis,MESH:D008105,"Liver Cirrhosis, Biliary","r'\bsecondary biliary cholangitis\b', r'\bprimary biliary cirrhosis\b', r'\bsecondary biliary cirrhosis\b', r'\bprimary billiary cholangitis\b', r'\bchronic nonsuppurative destructive cholangitis\b', r'\bbiliary cirrhosis\b', r'\bbiliary liver cirrhoses\b', r'\bobstructive liver cirrhosis\b', r'\bbiliary liver cirrhosis\b', r'\bprimary billiary cholangitides\b', r'\bsecondary biliary cholangitides\b'",removed surplus terms,"r'\bsecondary biliary cholangitis\b', r'\bprimary billiary cholangitis\b', r'\bchronic nonsuppurative destructive cholangitis\b', r'\bbiliary cirrhosis\b', r'\bbiliary liver cirrhoses\b', r'\bobstructive liver cirrhosis\b', r'\bbiliary liver cirrhosis\b', r'\bprimary billiary cholangitides\b', r'\bsecondary biliary cholangitides\b'"
Cirrhosis,MESH:D008103,Cirrhosis,Digestive,High,cirrhosis,Cirrhosis,Liver Cirrhosis,MESH:D008103,Liver Cirrhosis,"r'\bhepatic cirrhoses\b', r'\bliver cirrhoses\b', r'\bhepatic cirrhosis\b', r'\bliver cirrhosis\b', r'\bliver fibroses\b', r'\bliver fibrosis\b'",NA,"r'\bhepatic cirrhoses\b', r'\bliver cirrhoses\b', r'\bhepatic cirrhosis\b', r'\bliver cirrhosis\b', r'\bliver fibroses\b', r'\bliver fibrosis\b'"
Collapsed Vertebra,UMLS:C0410550,Collapsed_Vertebra,Musculoskeletal,High,collapsed_vert,Collapsed vertebra,Collapse of vertebra,UMLS:C0410550,Collapse of vertebra,NA,Updated terms,"r'\bcollapse of vertebra\b', r'\bcollapsed vertebra\b', r'\bvertebral collapse\b', r'\bvertebra collapse\b', r'\bspondylomalacia\b', r'\bvertebral compression fracture\b'"
Coronary Heart Disease,MESH:D003324,Coronary_Heart_Disease,Cardiovascular,High,chd_nos,Coronary heart disease not otherwise specified,Coronary Artery Disease,MESH:D003324,Coronary Artery Disease,"r'\bcoronary arterioscleroses\b', r'\bcoronary arteriosclerosis\b', r'\bcoronary artery disease\b', r'\bcoronary artery diseases\b', r'\bcoronary atheroscleroses\b', r'\bcoronary atherosclerosis\b'",added coronary heart disease,"r'\bcoronary arterioscleroses\b', r'\bcoronary arteriosclerosis\b', r'\bcoronary artery disease\b', r'\bcoronary artery diseases\b', r'\bcoronary atheroscleroses\b', r'\bcoronary atherosclerosis\b', r'\bcoronary heart disease\b', r'\bcoronary heart diseases\b'"
Deafness,MESH:D003638,Deafness,Ear,High,deaf,Deafness,Deafness,MESH:D003638,Deafness,"r'\bacquired deafness\b', r'\bbilateral deafness\b', r'\bprelingual deafness\b', r'\bcomplete hearing loss\b', r'\bextreme hearing loss\b', r'\bdeaf mutism\b', r'\bdeafness\b'","added term deaf, removed surplus","r'\bcomplete hearing loss\b', r'\bextreme hearing loss\b', r'\bdeaf mutism\b', r'\bdeafness\b', r'\bdeaf\b'"
Delirium,MESH:D003693,Delirium,Psychiatric,High,delirium,Delirium,Delirium,MESH:D003693,Delirium,"r'\bsubacute deliriums\b', r'\bsubacute delirium\b', r'\bdelirium of mixed origin\b', r'\bmixed origin delirium\b', r'\bmixed origin deliriums\b', r'\bdelirium\b'","added deliriums, removed surplus","r'\bdeliriums\b', r'\bdelirium\b'"
Dementia,MESH:D003704,Dementia,Psychiatric,High,dementia,Dementia,Dementia,MESH:D003704,Dementia,"r'\bfamilial dementia\b', r'\bfamilial dementias\b', r'\bsenile paranoid dementias\b', r'\bsenile paranoid dementia\b', r'\bamentia\b', r'\bamentias\b', r'\bdementias\b', r'\bdementia\b'",removed surplus,"r'\bamentia\b', r'\bamentias\b', r'\bdementias\b', r'\bdementia\b'"
Dementia,MESH:D003704,Dementia,Psychiatric,High,dementia,Dementia,Dementia,MESH:D015161,"Dementia, Multi-Infarct","r'\blacunar dementia\b', r'\bmultiinfarct dementia\b', r'\bmulti infarct dementia\b', r'\blacunar dementias\b', r'\bmultiinfarct dementias\b', r'\bmulti infarct dementias\b', r'\bdementia multi infarct\b', r'\bdementia multi infarcts\b'",removed surplus,NA
Dementia,MESH:D003704,Dementia,Psychiatric,High,dementia,Dementia,Dementia,MESH:D015140,"Dementia, Vascular","r'\bsubcortical arteriosclerotic encephalopathies\b', r'\bsubcortical arteriosclerotic encephalopathy\b', r'\barteriosclerotic dementia\b', r'\barteriosclerotic dementias\b', r'\bsubcortical vascular dementias\b', r'\bsubcortical vascular dementia\b', r'\bvascular dementias\b', r'\bbinswanger disease\b', r'\bbinswangers disease\b', r'\bbinswanger encephalopathy\b', r'\bbinswangers encephalopathy\b', r'\bchronic progressive subcortical encephalopathy\b', r'\bsubcortical leukoencephalopathies\b', r'\bsubcortical leukoencephalopathy\b', r'\bacute onset vascular dementia\b', r'\bvascular dementia\b'",removed surplus,"r'\bsubcortical arteriosclerotic encephalopathies\b', r'\bsubcortical arteriosclerotic encephalopathy\b', r'\bbinswanger disease\b', r'\bbinswangers disease\b', r'\bbinswanger encephalopathy\b', r'\bbinswangers encephalopathy\b', r'\bchronic progressive subcortical encephalopathy\b', r'\bsubcortical leukoencephalopathies\b', r'\bsubcortical leukoencephalopathy\b'"
