"","All_MESH","filter_frames","DiseaseName_ARD_Paper","MESH_ID","Category","Likelihood.disease.is.ageing.related","Name_node","Phenotyping_Algorithms","MESH_Term","All_MESH_Terms"
"102","MESH:D003875","r'\badverse drug reaction dermatitis\b', r'\bmaculopapular drug eruption\b', r'\bmaculopapular drug eruptions\b', r'\bmorbilliform drug reaction\b', r'\bmorbilliform drug reactions\b', r'\bdrug eruption\b', r'\bdrug eruptions\b', r'\bmaculopapular exanthem\b', r'\bmorbilliform exanthem\b', r'\bmaculopapular exanthems\b', r'\bmorbilliform exanthems\b', r'\bdermatitis medicamentosa\b'","Dermatitis","MESH:D003872","Skin","High","dermatitis","Dermatitis (atopic/contact/other/unspecified)","Dermatitis","Drug Eruptions"
"103","MESH:D003876","r'\batopic dermatitides\b', r'\batopic eczema\b', r'\binfantile eczema\b', r'\batopic neurodermatitides\b', r'\bdisseminated neurodermatitides\b', r'\batopic neurodermatitis\b', r'\bdisseminated neurodermatitis\b', r'\batopic dermatitis\b'","Dermatitis","MESH:D003872","Skin","High","dermatitis","Dermatitis (atopic/contact/other/unspecified)","Dermatitis","Dermatitis, Atopic"
"104","MESH:D003877","r'\bcontact dermatitides\b', r'\bcontact eczema\b', r'\bcontact hypersensitivities\b', r'\bcontact hypersensitivity\b', r'\bcontact sensitivities\b', r'\bcontact sensitivity\b', r'\bcontact dermatitis\b', r'\bdermatitis venenata\b'","Dermatitis","MESH:D003872","Skin","High","dermatitis","Dermatitis (atopic/contact/other/unspecified)","Dermatitis","Dermatitis, Contact"
"121","MESH:D004485","r'\beczematous dermatitides\b', r'\beczematous dermatitis\b', r'\beczemas\b', r'\beczema\b'","Dermatitis","MESH:D003872","Skin","High","dermatitis","Dermatitis (atopic/contact/other/unspecified)","Dermatitis","Eczema"
"252","MESH:D009450","r'\bcircumscribed neurodermatitides\b', r'\blocalized neurodermatitides\b', r'\bcircumscribed neurodermatitis\b', r'\blocalized neurodermatitis\b', r'\blichen simplex chronicus\b', r'\bneurodermatitides\b', r'\bneurodermatitis\b'","Dermatitis","MESH:D003872","Skin","High","dermatitis","Dermatitis (atopic/contact/other/unspecified)","Dermatitis","Neurodermatitis"
"256","MESH:D009783","r'\boccupational dermatitides\b', r'\bindustrial dermatoses\b', r'\bindustrial dermatosis\b', r'\boccupational dermatitis\b'","Dermatitis","MESH:D003872","Skin","High","dermatitis","Dermatitis (atopic/contact/other/unspecified)","Dermatitis","Dermatitis, Occupational"
"437","MESH:D017449","r'\ballergic contact dermatitides\b', r'\ballergic contact dermatitis\b', r'\ballergic eczematous dermatitides\b', r'\ballergic eczematous dermatitis\b'","Dermatitis","MESH:D003872","Skin","High","dermatitis","Dermatitis (atopic/contact/other/unspecified)","Dermatitis","Dermatitis, Allergic Contact"
"438","MESH:D017453","r'\birritant dermatitides\b', r'\bprimary irritant dermatitides\b', r'\bprimary irritant dermatitis\b', r'\birritant dermatitis\b'","Dermatitis","MESH:D003872","Skin","High","dermatitis","Dermatitis (atopic/contact/other/unspecified)","Dermatitis","Dermatitis, Irritant"
"439","MESH:D017454","r'\bphotoallergic contact dermatitides\b', r'\bphotosensitive contact dermatitides\b', r'\bphotoallergic contact dermatitis\b', r'\bphotosensitive contact dermatitis\b', r'\bphotoallergic dermatitides\b', r'\bphotocontact dermatitides\b', r'\bphotocontact dermatitis\b', r'\bphotoallergic dermatitis\b', r'\bphotoallergies\b', r'\bphotoallergy\b'","Dermatitis","MESH:D003872","Skin","High","dermatitis","Dermatitis (atopic/contact/other/unspecified)","Dermatitis","Dermatitis, Photoallergic"
"440","MESH:D017484","r'\bphototoxic contact dermatitides\b', r'\bphototoxic contact dermatitis\b', r'\bphototoxic dermatitides\b', r'\bphototoxic dermatitis\b', r'\bphototoxicity\b'","Dermatitis","MESH:D003872","Skin","High","dermatitis","Dermatitis (atopic/contact/other/unspecified)","Dermatitis","Dermatitis, Phototoxic"
"4","MESH:D000071698","r'\btype 1.5 diabetes\b', r'\blatent autoimmune diabetes in adults lada\b', r'\bdiabetes mellitus type 1.5\b', r'\blatent autoimmune diabetes of adults\b', r'\btype 1.5 diabetes mellitus\b', r'\blatent autoimmune diabetes in adults\b'","Diabetes Mellitus, other or not specified","MESH:D003920","Endocrine","High","dm_oth","Diabetes Mellitus, other or not specified","Diabetes Mellitus","Latent Autoimmune Diabetes in Adults"
"106","MESH:D003920","r'\bdiabetes mellitus\b'","Diabetes Mellitus, other or not specified","MESH:D003920","Endocrine","High","dm_oth","Diabetes Mellitus, other or not specified","Diabetes Mellitus","Diabetes Mellitus"
"108","MESH:D003925","r'\bdiabetic angiopathies\b', r'\bdiabetic angiopathy\b', r'\bdiabetic microangiopathies\b', r'\bdiabetic microangiopathy\b', r'\bdiabetic vascular complication\b', r'\bdiabetic vascular complications\b', r'\bdiabetic vascular disease\b', r'\bdiabetic vascular diseases\b'","Diabetes Mellitus, other or not specified","MESH:D003920","Endocrine","High","dm_oth","Diabetes Mellitus, other or not specified","Diabetes Mellitus","Diabetic Angiopathies"
"109","MESH:D003926","r'\bdiabetic coma\b', r'\bdiabetic comas\b'","Diabetes Mellitus, other or not specified","MESH:D003920","Endocrine","High","dm_oth","Diabetes Mellitus, other or not specified","Diabetes Mellitus","Diabetic Coma"
"420","MESH:D016640","r'\bgestational diabetes mellitus\b', r'\bpregnancy induced diabetes\b', r'\bgestational diabetes\b'","Diabetes Mellitus, other or not specified","MESH:D003920","Endocrine","High","dm_oth","Diabetes Mellitus, other or not specified","Diabetes Mellitus","Diabetes, Gestational"
"427","MESH:D016883","r'\bdiabetic acidoses\b', r'\bdiabetic acidosis\b', r'\bdiabetic ketoacidoses\b', r'\bdiabetic ketoacidosis\b', r'\bdiabetic ketoses\b', r'\bdiabetic ketosis\b'","Diabetes Mellitus, other or not specified","MESH:D003920","Endocrine","High","dm_oth","Diabetes Mellitus, other or not specified","Diabetes Mellitus","Diabetic Ketoacidosis"
"516","MESH:D048909","r'\bcomplications of diabetes mellitus\b', r'\bdiabetes complication\b', r'\bdiabetes mellitus complication\b', r'\bdiabetes mellitus complications\b', r'\bdiabetes related complication\b', r'\bdiabetes related complications\b', r'\bdiabetic complication\b', r'\bdiabetic complications\b', r'\bdiabetes complications\b'","Diabetes Mellitus, other or not specified","MESH:D003920","Endocrine","High","dm_oth","Diabetes Mellitus, other or not specified","Diabetes Mellitus","Diabetes Complications"
"551","MESH:D058065","r'\bdiabetic cardiomyopathies\b', r'\bdiabetic cardiomyopathy\b'","Diabetes Mellitus, other or not specified","MESH:D003920","Endocrine","High","dm_oth","Diabetes Mellitus, other or not specified","Diabetes Mellitus","Diabetic Cardiomyopathies"
"111","MESH:D003930","r'\bdiabetic retinopathies\b', r'\bdiabetic retinopathy\b'","Diabetic Eye Disease","MESH:D003930","Eye","High","dm_eye","Diabetic Eye Disease","Diabetic Retinopathy","Diabetic Retinopathy"
"110","MESH:D003929","r'\bdiabetic amyotrophies\b', r'\bdiabetic amyotrophy\b', r'\bdiabetic asymmetric polyneuropathies\b', r'\bdiabetic asymmetric polyneuropathy\b', r'\bdiabetic autonomic neuropathies\b', r'\bdiabetic autonomic neuropathy\b', r'\bpainful diabetic neuropathies\b', r'\bpainful diabetic neuropathy\b', r'\bdiabetic mononeuropathies\b', r'\bdiabetic mononeuropathy\b', r'\bdiabetic mononeuropathy simplex\b', r'\bdiabetic mononeuropathy simplices\b', r'\bdiabetic neuralgia\b', r'\bdiabetic neuralgias\b', r'\bdiabetic neuropathies\b', r'\bdiabetic neuropathy\b', r'\bdiabetic polyneuropathies\b', r'\bdiabetic polyneuropathy\b', r'\basymmetric diabetic proximal motor neuropathy\b', r'\bsymmetric diabetic proximal motor neuropathy\b'","Diabetic Neuropathy","MESH:D003929","Neurological","High","dm_neuro","Diabetic Neuropathy","Diabetic Neuropathies","Diabetic Neuropathies"
"445","MESH:D017719","r'\bdiabetic feet\b', r'\bdiabetic foot\b', r'\bdiabetic foot ulcer\b'","Diabetic Neuropathy","MESH:D003929","Neurological","High","dm_neuro","Diabetic Neuropathy","Diabetic Neuropathies","Diabetic Foot"
"167","MESH:D006548","r'\bdiaphragmatic hernias\b', r'\bdiaphragmatic hernia\b'","Diaphragmatic Hernia","MESH:D006548","Digestive","High","hernia_diaphragm","Diaphragmatic hernia","Hernia, Diaphragmatic","Hernia, Diaphragmatic"
"169","MESH:D006551","r'\bsliding esophageal hernia\b', r'\bsliding esophageal hernias\b', r'\besophageal hernia\b', r'\bhiatus hernia\b', r'\bparaesophageal hernia\b', r'\bparaesophageal hiatal hernia\b', r'\besophageal hernias\b', r'\bhiatal hernias\b', r'\bhiatus hernias\b', r'\bsliding hiatal hernia\b', r'\bparaesophageal hernias\b', r'\bparaesophageal hiatal hernias\b', r'\bsliding hiatal hernias\b', r'\bhiatal hernia\b'","Diaphragmatic Hernia","MESH:D006548","Digestive","High","hernia_diaphragm","Diaphragmatic hernia","Hernia, Diaphragmatic","Hernia, Hiatal"
"75","MESH:D002311","r'\bdilated cardiomyopathy 1as\b', r'\bcongestive cardiomyopathies\b', r'\bdilated cardiomyopathies\b', r'\bfamilial idiopathic cardiomyopathies\b', r'\bidiopathic dilated cardiomyopathies\b', r'\bdilated cardiomyopathy 1a\b', r'\bcongestive cardiomyopathy\b', r'\bfamilial idiopathic cardiomyopathy\b', r'\bidiopathic dilated cardiomyopathy\b', r'\bdilated cardiomyopathy\b', r'\bleft ventricular noncompaction 4\b'","Dilated cardiomyopathy","MESH:D002311","Cardiovascular","High","dcm","Dilated cardiomyopathy","Cardiomyopathy, Dilated","Cardiomyopathy, Dilated"
"11","MESH:D000076385","r'\bdiverticular bleeding\b', r'\bdiverticular bleedings\b', r'\bdiverticular disease\b', r'\bdiverticular diseases\b'","Diverticular Disease","MESH:D000076385","Digestive","High","diverticuli","Diverticular Disease","Diverticular Diseases","Diverticular Diseases"
"112","MESH:D004238","r'\bdiverticulitides\b', r'\bdiverticulitis\b'","Diverticular Disease","MESH:D000076385","Digestive","High","diverticuli","Diverticular Disease","Diverticular Diseases","Diverticulitis"
"113","MESH:D004239","r'\bcolonic diverticulitis\b'","Diverticular Disease","MESH:D000076385","Digestive","High","diverticuli","Diverticular Disease","Diverticular Diseases","Diverticulitis, Colonic"
"114","MESH:D004241","r'\bcolon diverticula\b', r'\bcolonic diverticula\b', r'\bcolonic diverticulum\b', r'\bcolon diverticulum\b'","Diverticular Disease","MESH:D000076385","Digestive","High","diverticuli","Diverticular Disease","Diverticular Diseases","Diverticulum, Colon"
"205","MESH:D007676","r'\bend stage kidney disease\b', r'\bend stage renal disease\b', r'\bchronic renal failure\b', r'\bend stage renal failure\b', r'\bchronic kidney failure\b'","End Stage Renal Disease","MESH:D007676","Genitourinary","High","esrd","End stage renal disease","Kidney Failure, Chronic","Kidney Failure, Chronic"
"1","MESH:D000069279","r'\bdrug refractory epilepsies\b', r'\bdrug resistant epilepsies\b', r'\bintractable epilepsies\b', r'\bmedication resistant epilepsies\b', r'\brefractory epilepsies\b', r'\bdrug refractory epilepsy\b', r'\bdrug resistant epilepsy\b', r'\bintractable epilepsy\b', r'\bmedication resistant epilepsy\b', r'\brefractory epilepsy\b'","Epilepsy","MESH:D004827","Neurological","High","epilepsy","Epilepsy","Epilepsy","Drug Resistant Epilepsy"
"8","MESH:D000073376","r'\bfamilial epilepsies\b', r'\bsyndromic epilepsies\b', r'\bfamilial epilepsy\b', r'\bsyndromic epilepsy\b', r'\bepilepsy syndrome\b', r'\bepilepsy syndromes\b', r'\bepileptic syndrome\b', r'\bepileptic syndromes\b'","Epilepsy","MESH:D004827","Neurological","High","epilepsy","Epilepsy","Epilepsy","Epileptic Syndromes"
"126","MESH:D004827","r'\bcryptogenic epilepsies\b', r'\bawakening epilepsy\b', r'\bcryptogenic epilepsy\b', r'\baura\b', r'\bauras\b', r'\bepilepsies\b', r'\bseizure disorder\b', r'\bseizure disorders\b', r'\bepilepsy\b'","Epilepsy","MESH:D004827","Neurological","High","epilepsy","Epilepsy","Epilepsy","Epilepsy"
"127","MESH:D004828","r'\bchildhood benign focal epilepsy\b', r'\bchildhood benign occipital epilepsy\b', r'\bfocal seizure disorders\b', r'\bpartial seizure disorders\b', r'\babdominal epilepsies\b', r'\bamygdalo hippocampal epilepsies\b', r'\bbenign occipital epilepsies\b', r'\bdigestive epilepsies\b', r'\bfocal epilepsies\b', r'\bgelastic epilepsies\b', r'\blocalization related epilepsies\b', r'\boccipital lobe epilepsies\b', r'\brhinencephalic epilepsies\b', r'\bsimple partial epilepsies\b', r'\babdominal epilepsy\b', r'\bbenign occipital epilepsy\b', r'\bfocal epilepsy\b', r'\blocalization related epilepsy\b', r'\bpartial epilepsy\b', r'\bsimple partial epilepsy\b', r'\boccipital lobe epilepsy\b', r'\bsimple partial seizures\b', r'\bfocal seizure disorder\b', r'\bpartial seizure disorder\b', r'\bsubclinical seizures\b', r'\bsubclinical seizure\b', r'\buncinate seizures\b', r'\buncinate seizure\b', r'\bpartial epilepsies\b', r'\bamygdalo hippocampal epilepsy\b', r'\bdigestive epilepsy\b', r'\bgelastic epilepsy\b', r'\bpanayiotopoulos syndrome\b', r'\brhinencephalic epilepsy\b'","Epilepsy","MESH:D004827","Neurological","High","epilepsy","Epilepsy","Epilepsy","Epilepsies, Partial"
"128","MESH:D004829","r'\bgeneralized convulsive epilepsies\b', r'\bgeneralized convulsive epilepsy\b', r'\bgeneralized convulsive seizure disorder\b', r'\bakinetic epilepsies\b', r'\batonic epilepsies\b', r'\bgeneralized epilepsies\b', r'\btonic epilepsies\b', r'\bakinetic epilepsy\b', r'\batonic epilepsy\b', r'\bgeneralized nonconvulsive epilepsy\b', r'\bsymptomatic generalized epilepsy\b', r'\btonic epilepsy\b', r'\bconvulsive generalized seizure disorder\b', r'\bnonconvulsive generalized seizure disorder\b', r'\bgeneralized nonconvulsive seizure disorder\b', r'\bgeneralized seizure disorder\b', r'\bgeneralized onset seizure disorder\b', r'\bgeneralized seizure disorders\b', r'\bgeneralized epilepsy\b'","Epilepsy","MESH:D004827","Neurological","High","epilepsy","Epilepsy","Epilepsy","Epilepsy, Generalized"
"129","MESH:D004830","r'\btonic clonic convulsion disorders\b', r'\btonic clonic convulsion disorder\b', r'\bgrand mal convulsion\b', r'\bgrand mal convulsions\b', r'\btonic clonic convulsions\b', r'\btonic clonic convulsion syndromes\b', r'\btonic clonic convulsion syndrome\b', r'\btonic clonic convulsion\b', r'\btonic clonic seizure disorders\b', r'\btonic clonic seizure disorder\b', r'\bcryptogenic tonic clonic epilepsies\b', r'\bfamilial tonic clonic epilepsies\b', r'\bsymptomatic tonic clonic epilepsies\b', r'\btonic clonic epilepsies\b', r'\bcryptogenic tonic clonic epilepsy\b', r'\bfamilial tonic clonic epilepsy\b', r'\bgrand mal epilepsy\b', r'\bmajor epilepsy\b', r'\bsymptomatic tonic clonic epilepsy\b', r'\btonic clonic epilepsy\b', r'\bgrand mal seizure disorder\b', r'\bmajor motor seizure disorder\b', r'\btonic clonic seizure syndromes\b', r'\btonic clonic seizure syndrome\b', r'\bmajor epilepsies\b'","Epilepsy","MESH:D004827","Neurological","High","epilepsy","Epilepsy","Epilepsy","Epilepsy, Tonic-Clonic"
"130","MESH:D004831","r'\bmyoclonic astatic epilepsies\b', r'\bmyoclonic astatic epilepsy\b', r'\bmyoclonic early childhood epilepsy\b', r'\bmyoclonic epilepsy early childhood\b', r'\bmyoclonic encephalopathies\b', r'\bmyoclonic encephalopathy\b', r'\bcryptogenic myoclonic epilepsies\b', r'\bidiopathic myoclonic epilepsies\b', r'\binfantile myoclonic epilepsies\b', r'\bmyoclonic absence epilepsies\b', r'\bsymptomatic myoclonic epilepsies\b', r'\bcryptogenic myoclonic epilepsy\b', r'\bidiopathic myoclonic epilepsy\b', r'\binfantile myoclonic epilepsy\b', r'\bmyoclonic epilepsy\b', r'\bmyoclonic absence epilepsy\b', r'\bmyoclonus epilepsy\b', r'\bsymptomatic myoclonic epilepsy\b', r'\bbenign infantile myoclonic epilepsy\b', r'\bearly childhood myoclonic epilepsy\b', r'\bsevere infantile myoclonic epilepsy\b', r'\bmyoclonic seizure disorder\b', r'\bmyoclonic seizure disorders\b', r'\binfantile severe myoclonic epilepsy\b', r'\bmyoclonic epilepsies\b', r'\bdoose syndrome\b', r'\bdravet syndrome\b', r'\bdravet syndromes\b', r'\bmyoclonus epilepsies\b', r'\bsevere myoclonic epilepsy of infancy\b'","Epilepsy","MESH:D004827","Neurological","High","epilepsy","Epilepsy","Epilepsy","Epilepsies, Myoclonic"
"131","MESH:D004832","r'\bchildhood absence epilepsy\b', r'\bjuvenile absence epilepsy\b', r'\bidiopathic generalized epilepsy\b', r'\bminor epilepsy\b', r'\bpetit mal epilepsy\b', r'\bakinetic petit mal\b', r'\babsence seizure disorder\b', r'\babsence seizure disorders\b', r'\babsence epilepsy\b', r'\bepilepsy juvenile absence\b', r'\bpykno epilepsy\b', r'\bpyknolepsies\b', r'\bpyknolepsy\b'","Epilepsy","MESH:D004827","Neurological","High","epilepsy","Epilepsy","Epilepsy","Epilepsy, Absence"
"132","MESH:D004833","r'\bchildhood benign psychomotor epilepsy\b', r'\blateral temporal epilepsies\b', r'\btemporal lobe epilepsies\b', r'\buncinate epilepsies\b', r'\blateral temporal epilepsy\b', r'\buncinate epilepsy\b', r'\btemporal lobe epilepsy\b'","Epilepsy","MESH:D004827","Neurological","High","epilepsy","Epilepsy","Epilepsy","Epilepsy, Temporal Lobe"
"430","MESH:D017029","r'\bcomplex partial seizures disorder\b', r'\bpsychic equivalent epilepsy\b', r'\bpsychomotor epilepsy\b', r'\bcryptogenic partial complex epilepsy\b', r'\bsymptomatic partial complex epilepsy\b', r'\bcomplex partial epilepsy\b', r'\bcomplex partial seizure disorder\b'","Epilepsy","MESH:D004827","Neurological","High","epilepsy","Epilepsy","Epilepsy","Epilepsy, Complex Partial"
"431","MESH:D017034","r'\banterior fronto polar epilepsies\b', r'\bcingulate epilepsies\b', r'\borbito frontal epilepsies\b', r'\bsupplementary motor epilepsies\b', r'\banterior fronto polar epilepsy\b', r'\bcingulate epilepsy\b', r'\bopercular epilepsy\b', r'\borbito frontal epilepsy\b', r'\bsupplementary motor epilepsy\b', r'\bfrontal lobe epilepsy\b', r'\bbenign frontal childhood epilepsy\b', r'\bchildhood benign frontal epilepsy\b', r'\bfrontal lobe epilepsies\b', r'\bopercular epilepsies\b'","Epilepsy","MESH:D004827","Neurological","High","epilepsy","Epilepsy","Epilepsy","Epilepsy, Frontal Lobe"
"467","MESH:D019305","r'\bcentralopathic epilepsies\b', r'\bcentrotemporal epilepsies\b', r'\brolandic epilepsies\b', r'\btemporal central focal epilepsies\b', r'\bbenign rolandic epilepsy\b', r'\bcentralopathic epilepsy\b', r'\bcentrotemporal epilepsy\b', r'\brolands epilepsy\b', r'\bsylvian epilepsy\b', r'\btemporal central focal epilepsy\b', r'\brolandic epilepsy\b', r'\bbenign childhood epilepsy with centro temporal spikes\b', r'\bbenign epilepsy of childhood with centrotemporal spikes\b', r'\bbenign epilepsy with centrotemporal spikes\b', r'\bbenign rolandic epilepsy of childhood\b'","Epilepsy","MESH:D004827","Neurological","High","epilepsy","Epilepsy","Epilepsy","Epilepsy, Rolandic"
